# Function introduction versions extracted from the Stan 2.39 Functions Reference.
solve_newton	2.31
solve_newton_tol	2.31
solve_powell	2.31
solve_powell_tol	2.31
sort_asc	2.0
sort_desc	2.0
sqrt	2.0
sqrt2	2.0
square	2.0
squared_distance	2.7
std_normal_cdf	2.21
std_normal_lccdf	2.21
std_normal_lcdf	2.21
std_normal_log_qf	2.31
std_normal_lpdf	2.18
std_normal_lupdf	2.25
std_normal_qf	2.31
std_normal_rng	2.21
step	2.0
stochastic_column_constrain	2.37
stochastic_column_jacobian	2.37
stochastic_column_unconstrain	2.37
stochastic_row_constrain	2.37
stochastic_row_jacobian	2.37
stochastic_row_unconstrain	2.37
student_t_cdf	2.0
student_t_lccdf	2.12
student_t_lcdf	2.12
student_t_lpdf	2.12
student_t_lupdf	2.25
student_t_rng	2.18
sub_col	2.0
sub_row	2.0
sum	2.1
sum_to_zero_constrain	2.37
sum_to_zero_jacobian	2.37
sum_to_zero_unconstrain	2.37
svd_U	2.26
svd_V	2.26
symmetrize_from_lower_tri	2.26
tail	2.0
tan	2.0
tanh	2.0
target	2.10
tcrossprod	2.0
tgamma	2.0
to_complex	2.28
to_int	2.31
to_matrix	2.3
to_row_vector	2.3
to_vector	2.0
trace	2.0
trace_dot	2.39
trace_gen_quad_form	2.0
trace_quad_form	2.0
trigamma	2.0
trunc	2.0
tuple	2.39
uniform_cdf	2.0
uniform_lccdf	2.12
uniform_lcdf	2.12
uniform_lpdf	2.12
uniform_lupdf	2.25
uniform_rng	2.18
uniform_simplex	2.24
unit_vectors_constrain	2.37
unit_vectors_jacobian	2.37
unit_vectors_unconstrain	2.37
variance	2.0
von_mises_cdf	2.29
von_mises_lccdf	2.29
von_mises_lcdf	2.29
von_mises_lpdf	2.18
von_mises_lupdf	2.25
von_mises_rng	2.18
weibull_cdf	2.0
weibull_lccdf	2.12
weibull_lcdf	2.12
weibull_lpdf	2.12
weibull_lupdf	2.25
weibull_rng	2.18
wiener_lccdf_unnorm	2.38
wiener_lcdf_unnorm	2.38
wiener_lpdf	2.18
wiener_lupdf	2.25
wishart_cholesky_lpdf	2.30
wishart_cholesky_lupdf	2.30
wishart_cholesky_rng	2.30
wishart_lpdf	2.12
wishart_lupdf	2.25
wishart_rng	2.0
yule_simon_cdf	2.39
yule_simon_lccdf	2.39
yule_simon_lcdf	2.39
yule_simon_lpmf	2.39
yule_simon_lupmf	2.39
yule_simon_rng	2.39
zeros_row_vector	2.24
zeros_vector	2.24
